pmid;title/abstract;sentence_id;sentence;plant;disease;relation;trigger;e1start;e1end;e2start;e2end
11010950;a;2;DESIGN: Meta-analyses were conducted for all cancers mutually and separately for colorectal and stomach cancers in relation to consumption of exclusively raw garlic, cooked garlic, or both (RC garlic ). ;garlic;cancers;Negative;o;158;164;45;52
11010950;a;2;DESIGN: Meta-analyses were conducted for all cancers mutually and separately for colorectal and stomach cancers in relation to consumption of exclusively raw garlic, cooked garlic, or both (RC garlic ). ;garlic;colorectal and stomach cancers;Negative;o;158;164;81;111
11010950;a;2;DESIGN: Meta-analyses were conducted for all cancers mutually and separately for colorectal and stomach cancers in relation to consumption of exclusively raw garlic, cooked garlic, or both (RC garlic ). ;garlic;stomach cancers;Negative;o;158;164;96;111
11010950;a;3;Eighteen studies reported a relative risk estimate for RC garlic consumption and cancer risk. ;garlic;cancer;Association;x;58;64;81;87
11010950;a;6;The random-effects relative risk (RR) estimate of colorectal cancer and RC garlic consumption, excluding garlic supplements, was 0.69 (95% CI: 0.55, 0.89). ;garlic;colorectal cancer;Treatment_of_disease;x;75;81;50;67
11010950;a;6;The random-effects relative risk (RR) estimate of colorectal cancer and RC garlic consumption, excluding garlic supplements, was 0.69 (95% CI: 0.55, 0.89). ;garlic;colorectal cancer;Negative;o;75;81;50;67
11010950;a;9;An indication of publication bias for all cancers combined is evident from a funnel plot of RC garlic consumption and cancer risk and from the results of the Begg and Mazumdar test (P: = 0.049). ;garlic;cancers;Negative;o;95;101;42;49
11010950;a;9;An indication of publication bias for all cancers combined is evident from a funnel plot of RC garlic consumption and cancer risk and from the results of the Begg and Mazumdar test (P: = 0.049). ;garlic;cancer;Negative;o;95;101;42;48
11010950;a;10;CONCLUSIONS: High intake of RC garlic may be associated with a protective effect against stomach and colorectal cancers . ;garlic;colorectal cancers;Treatment_of_disease;o;31;37;101;119
11010950;a;10;CONCLUSIONS: High intake of RC garlic may be associated with a protective effect against stomach and colorectal cancers . ;garlic;stomach and colorectal cancers;Treatment_of_disease;o;31;37;89;119
11115792;a;5;In animal models, cow's milk proteins are modestly and variably diabetogenic, wheat or soybean proteins in the diet cause higher rates of autoimmune diabetes . ;wheat;autoimmune diabetes;Cause_of_disease;o;78;83;138;157
11115792;a;5;In animal models, cow's milk proteins are modestly and variably diabetogenic , wheat or soybean proteins in the diet cause higher rates of autoimmune diabetes. ;wheat;diabetogenic;Negative;o;79;84;64;76
11115792;a;5;In animal models, cow's milk proteins are modestly and variably diabetogenic, wheat or soybean proteins in the diet cause higher rates of autoimmune diabetes . ;soybean;autoimmune diabetes;Cause_of_disease;o;87;94;138;157
11115792;a;5;In animal models, cow's milk proteins are modestly and variably diabetogenic , wheat or soybean proteins in the diet cause higher rates of autoimmune diabetes. ;soybean;diabetogenic;Negative;o;88;95;64;76
11117612;t;0;Association of coffee consumption with gallbladder disease . ;coffee;gallbladder disease;Negative;o;15;21;39;58
11117612;a;0; Coffee consumption was recently shown to protect against symptomatic gallbladder disease in men. ;Coffee;gallbladder disease;Treatment_of_disease;o;1;7;70;89
11117612;a;1;The authors examined the relation of ultrasound-documented gallbladder disease with coffee drinking in 13,938 adult participants in the Third National Health and Nutrition Examination Survey, 1988-1994. ;coffee;gallbladder disease;Negative;o;84;90;59;78
11117612;a;2;The prevalence of total gallbladder disease was unrelated to coffee consumption in either men or women. ;coffee;gallbladder disease;Negative;o;61;67;24;43
11117612;a;3;However, among women a decreased prevalence of previously diagnosed gallbladder disease was found with increasing coffee drinking (p = 0.027). ;coffee;gallbladder disease;Treatment_of_disease;o;114;120;68;87
11117612;a;4;These findings do not support a protective effect of coffee consumption on total gallbladder disease , although coffee may decrease the risk of symptomatic gallstones in women. ;coffee;gallbladder disease;Negative;o;53;59;81;100
11117612;a;4;These findings do not support a protective effect of coffee consumption on total gallbladder disease, although coffee may decrease the risk of symptomatic gallstones in women. ;coffee;gallstones;Negative;o;53;59;155;165
11117612;a;4;These findings do not support a protective effect of coffee consumption on total gallbladder disease , although coffee may decrease the risk of symptomatic gallstones in women. ;coffee;gallbladder disease;Negative;o;53;59;81;100
11117612;a;4;These findings do not support a protective effect of coffee consumption on total gallbladder disease, although coffee may decrease the risk of symptomatic gallstones in women. ;coffee;gallstones;Treatment_of_disease;o;53;59;155;165
11389059;a;2;Mutational hotspots within the p53 gene, e.g., codon 157, have been identified for tobacco -related lung cancer , whereas these same mutations are found rarely in other cancers. ;tobacco;lung cancer;Cause_of_disease;o;83;90;100;111
11389059;a;2;Mutational hotspots within the p53 gene, e.g., codon 157, have been identified for tobacco -related lung cancer, whereas these same mutations are found rarely in other cancers . ;tobacco;cancers;Negative;o;83;90;168;175
11389059;a;4;Because limited data exist concerning the p53 mutation frequency and spectra in ex-smokers and nonsmokers, we have analyzed p53 and K-ras mutations in 126 lung cancers from a population-based case-control study of nonsmoking (n = 117) or ex-smoking (n = 9) women from Missouri with quantitative assessments of exposure to environmental tobacco smoke. ;tobacco;lung cancers;Negative;o;336;343;155;167
11389059;a;10;Such comparisons provide additional evidence of genetic damage caused by tobacco smoke during lung carcinogenesis . ;tobacco;lung carcinogenesis;Cause_of_disease;o;73;80;94;113
11440071;a;0;BACKGROUND: The Goals for Health project is designed to change the cancer -related behaviors of tobacco use and dietary fat and fiber consumption. ;tobacco;cancer;Cause_of_disease;o;96;103;67;73
11496637;a;5;A low familial income and tobacco smoking were associated with wheezing, asthma , chronic bronchitis and emphysema. ;tobacco;asthma;Association;o;26;33;73;79
11496637;a;5;A low familial income and tobacco smoking were associated with wheezing, asthma, chronic bronchitis and emphysema . ;tobacco;emphysema;Association;o;26;33;104;113
11496637;a;5;A low familial income and tobacco smoking were associated with wheezing , asthma, chronic bronchitis and emphysema. ;tobacco;wheezing;Association;o;26;33;63;71
11496637;a;5;A low familial income and tobacco smoking were associated with wheezing, asthma, chronic bronchitis and emphysema. ;tobacco;bronchitis;Association;o;26;33;89;99
11496637;a;10;This study emphasizes the role of reducing tobacco smoking in the prevention of chronic respiratory diseases . ;tobacco;respiratory diseases;Cause_of_disease;o;43;50;88;108
11577746;t;0;Suppressive effect of coffee on lipopolysaccharide-induced hepatitis in D-galactosamine-sensitized rats. ;coffee;hepatitis;Treatment_of_disease;o;22;28;59;68
11577746;a;0;A coffee extract significantly suppressed lipopolysaccharide (LPS)-induced hepatitis in D-galactosamine-sensitized rats, as assessed by the plasma alanine and aspartate aminotransferase activities, when it was added to the diet (30 g/kg) and fed to rats for 14 days. ;coffee;hepatitis;Treatment_of_disease;o;2;8;75;84
11577746;a;2;The coffee extract suppressed LPS-induced hepatitis when singly force-fed (1.2 g/kg) 1.5 h prior to the injection of the drugs, whereas a decaffeinated coffee extract had no significant effect. ;coffee;hepatitis;Treatment_of_disease;o;4;10;42;51
11577746;a;2;The coffee extract suppressed LPS-induced hepatitis when singly force-fed (1.2 g/kg) 1.5 h prior to the injection of the drugs, whereas a decaffeinated coffee extract had no significant effect. ;coffee;hepatitis;Negative;o;4;10;42;51
11577746;a;4;These results indicate that coffee can protect animals from LPS-induced hepatitis , and that the effect of coffee might be mainly due to caffeine. ;coffee;hepatitis;Treatment_of_disease;o;28;34;72;81
11577746;a;4;These results indicate that coffee can protect animals from LPS-induced hepatitis , and that the effect of coffee might be mainly due to caffeine. ;coffee;hepatitis;Negative;o;28;34;72;81
11765176;a;7;For females, in contrast, both the absolute number of lung cancer deaths and the age-standardized rate of 7.9/100,000 were among the highest values ever registered, reflecting the different pattern of spread of the tobacco -related lung cancer epidemic in the two sexes. ;tobacco;lung cancer;Cause_of_disease;o;215;222;54;65
11765176;a;7;For females, in contrast, both the absolute number of lung cancer deaths and the age-standardized rate of 7.9/100,000 were among the highest values ever registered, reflecting the different pattern of spread of the tobacco -related lung cancer epidemic in the two sexes. ;tobacco;lung cancer;Negative;o;215;222;54;65
11765176;a;9;Among neoplasms showing favorable trends, there were other tobacco -related neoplasms in men, plus the continuing fall in stomach and cervix uteri. ;tobacco;neoplasms;Negative;o;59;66;6;15
11765176;a;9;Among neoplasms showing favorable trends, there were other tobacco -related neoplasms in men, plus the continuing fall in stomach and cervix uteri. ;tobacco;neoplasms;Cause_of_disease;o;59;66;6;15
11765176;a;11;CONCLUSIONS: The fall in cancer mortality observed over the last decade in Italy is attributable to a decline in lung and other tobacco -related neoplasms in males, together with a persistent fall in stomach and uterine (cervical) cancer. ;tobacco;cancer;Negative;o;128;135;25;31
